InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,source_file,is_cancellation,line_total
496913,79323S, SILVER CHERRY LIGHTS,4,2010-02-04 15:19:00,6.75,16986.0,United Kingdom,online_retail_II,False,27.0
559816,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-07-12 16:11:00,9.13,,United Kingdom,online_retail_I,False,9.13
566233,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-09-11 11:04:00,1.65,12635.0,Germany,online_retail_I,False,26.4
527192,22379,RECYCLING BAG RETROSPOT ,10,2010-10-15 11:45:00,2.1,16746.0,United Kingdom,online_retail_II,False,21.0
558748,23206,LUNCH BAG APPLE DESIGN,10,2011-07-03 10:23:00,1.65,17800.0,United Kingdom,online_retail_I,False,16.5
567668,22317,FIVE CATS HANGING DECORATION,1,2011-09-21 15:29:00,5.79,,United Kingdom,online_retail_I,False,5.79
548191,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,8,2011-03-29 15:20:00,4.13,,United Kingdom,online_retail_I,False,33.04
556910,22121,NOEL WOODEN BLOCK LETTERS ,2,2011-06-15 13:25:00,5.95,12748.0,United Kingdom,online_retail_I,False,11.9
563560,22595,GINGHAM HEART DECORATION,12,2011-08-17 14:00:00,0.85,12971.0,United Kingdom,online_retail_I,False,10.2
530571,22113,GREY HEART HOT WATER BOTTLE,4,2010-11-03 14:22:00,3.75,15752.0,United Kingdom,online_retail_II,False,15.0
571441,22410,MONEY BOX HOUSEKEEPING DESIGN,1,2011-10-17 13:31:00,2.46,14096.0,United Kingdom,online_retail_I,False,2.46
579001,22994,TRAVEL CARD WALLET RETROSPOT,5,2011-11-27 16:19:00,0.42,15555.0,United Kingdom,online_retail_I,False,2.1
507218,37370,RETRO COFFEE MUGS ASSORTED,6,2010-05-06 19:08:00,1.25,14713.0,United Kingdom,online_retail_II,False,7.5
566290,22610,PENS ASSORTED FUNNY FACE,36,2011-09-11 15:24:00,0.19,14456.0,United Kingdom,online_retail_I,False,6.84
525234,21349,IVY HEART WREATH,2,2010-10-04 14:15:00,6.75,15730.0,United Kingdom,online_retail_II,False,13.5
511106,22621,TRADITIONAL KNITTING NANCY,12,2010-06-07 09:43:00,1.45,17071.0,United Kingdom,online_retail_II,False,17.4
560360,35970,ZINC FOLKART SLEIGH BELLS,72,2011-07-18 11:55:00,1.49,12744.0,Singapore,online_retail_I,False,107.28
558195,20728,LUNCH BAG CARS BLUE,10,2011-06-27 12:32:00,1.65,17735.0,United Kingdom,online_retail_I,False,16.5
C574515,79191B,RETRO PLASTIC POLKA TRAY,-12,2011-11-04 13:38:00,0.85,15159.0,United Kingdom,online_retail_I,True,-10.2
563708,22380,TOY TIDY SPACEBOY  ,5,2011-08-18 15:09:00,2.1,17001.0,United Kingdom,online_retail_I,False,10.5
580983,22064,PINK DOUGHNUT TRINKET POT ,1,2011-12-06 16:26:00,3.29,,United Kingdom,online_retail_I,False,3.29
501884,90027A,GLASS BEAD HOOP EARRINGS BLACK,1,2010-03-21 14:04:00,2.95,17611.0,United Kingdom,online_retail_II,False,2.95
556484,22621,TRADITIONAL KNITTING NANCY,4,2011-06-12 13:17:00,1.65,16938.0,United Kingdom,online_retail_I,False,6.6
545995,22469,HEART OF WICKER SMALL,16,2011-03-08 13:54:00,1.65,15023.0,United Kingdom,online_retail_I,False,26.4
546638,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,2011-03-15 12:52:00,0.85,15106.0,United Kingdom,online_retail_I,False,10.2
572227,72598,SET/12 TAPER CANDLES,4,2011-10-21 14:01:00,0.85,15051.0,United Kingdom,online_retail_I,False,3.4
558475,23005,TRAVEL CARD WALLET I LOVE LONDON,4,2011-06-29 15:58:00,0.83,,United Kingdom,online_retail_I,False,3.32
568938,21123,SET/10 IVORY POLKADOT PARTY CANDLES,4,2011-09-29 14:46:00,1.25,17220.0,United Kingdom,online_retail_I,False,5.0
507292,85186A,EASTER BUNNY GARLAND OF FLOWERS,1,2010-05-07 14:28:00,0.81,,United Kingdom,online_retail_II,False,0.81
494814,84596E,SMALL LICORICE DES PINK BOWL,3,2010-01-19 09:05:00,1.66,,United Kingdom,online_retail_II,False,4.9799999999999995
543815,21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,1,2011-02-13 15:18:00,4.95,17255.0,United Kingdom,online_retail_I,False,4.95
500918,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-03-11 10:30:00,4.21,,United Kingdom,online_retail_II,False,4.21
C579090,84598,BOYS ALPHABET IRON ON PATCHES,-288,2011-11-28 10:48:00,0.21,12427.0,Germany,online_retail_I,True,-60.48
530377,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,6,2010-11-02 16:32:00,2.1,13921.0,United Kingdom,online_retail_II,False,12.600000000000001
499246,84971S,SMALL HEART FLOWERS HOOK ,5,2010-02-25 13:40:00,1.66,,United Kingdom,online_retail_II,False,8.299999999999999
548388,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2011-03-30 16:52:00,2.1,13268.0,United Kingdom,online_retail_I,False,6.300000000000001
535449,22147,FELTCRAFT BUTTERFLY HEARTS,1,2010-11-26 12:50:00,1.45,17516.0,United Kingdom,online_retail_II,False,1.45
570806,23035,DRAWER KNOB CERAMIC IVORY,6,2011-10-12 12:42:00,1.45,13115.0,United Kingdom,online_retail_I,False,8.7
551277,21844,RED RETROSPOT MUG,6,2011-04-27 13:06:00,2.95,13637.0,United Kingdom,online_retail_I,False,17.700000000000003
535585,22624,IVORY KITCHEN SCALES,2,2010-11-26 15:51:00,8.5,18226.0,United Kingdom,online_retail_II,False,17.0
565542,22606,WOODEN SKITTLES GARDEN SET,1,2011-09-05 12:06:00,15.95,16820.0,United Kingdom,online_retail_I,False,15.95
535078,20728,LUNCH BAG CARS BLUE,10,2010-11-25 08:20:00,1.65,16401.0,United Kingdom,online_retail_II,False,16.5
578149,22899,CHILDREN'S APRON DOLLY GIRL ,1,2011-11-23 11:11:00,4.13,,United Kingdom,online_retail_I,False,4.13
502436,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2010-03-24 13:08:00,2.95,16002.0,United Kingdom,online_retail_II,False,2.95
568211,22464,HANGING METAL HEART LANTERN,12,2011-09-25 15:59:00,1.65,13429.0,United Kingdom,online_retail_I,False,19.799999999999997
523561,22668,PINK BABY BUNTING,1,2010-09-22 15:22:00,5.91,,United Kingdom,online_retail_II,False,5.91
505585,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,2010-04-23 12:19:00,3.75,17448.0,United Kingdom,online_retail_II,False,15.0
492281,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2009-12-16 11:43:00,1.25,13047.0,United Kingdom,online_retail_II,False,15.0
511174,22469,HEART OF WICKER SMALL,12,2010-06-07 12:08:00,1.65,15249.0,United Kingdom,online_retail_II,False,19.799999999999997
515906,21324,HANGING MEDINA LANTERN SMALL,2,2010-07-15 12:59:00,2.95,12748.0,United Kingdom,online_retail_II,False,5.9
516920,21708,FOLDING UMBRELLA  CREAM/MULTI  SPOT,4,2010-07-25 11:37:00,4.95,14092.0,United Kingdom,online_retail_II,False,19.8
580125,22629,SPACEBOY LUNCH BOX ,12,2011-12-01 17:16:00,1.95,13089.0,United Kingdom,online_retail_I,False,23.4
540821,21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2,2011-01-11 13:16:00,5.91,,United Kingdom,online_retail_I,False,11.82
532810,22108,PING! MICROWAVE PLATE,1,2010-11-14 15:23:00,3.75,17545.0,United Kingdom,online_retail_II,False,3.75
576782,22826,LOVE SEAT ANTIQUE WHITE METAL,4,2011-11-16 13:36:00,85.0,17500.0,United Kingdom,online_retail_I,False,340.0
554694,21912,VINTAGE SNAKES & LADDERS,1,2011-05-25 17:06:00,7.46,,United Kingdom,online_retail_I,False,7.46
570703,23301,GARDENERS KNEELING PAD KEEP CALM ,12,2011-10-12 09:50:00,1.65,14911.0,EIRE,online_retail_I,False,19.799999999999997
580469,22075,6 RIBBONS ELEGANT CHRISTMAS ,2,2011-12-04 12:32:00,0.39,14583.0,United Kingdom,online_retail_I,False,0.78
564755,90214E,"LETTER ""E"" BLING KEY RING",1,2011-08-30 10:31:00,0.83,,United Kingdom,online_retail_I,False,0.83
C536250,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-1,2010-11-30 14:49:00,2.75,14907.0,United Kingdom,online_retail_II,True,-2.75
526202,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2010-10-10 13:09:00,1.25,16008.0,United Kingdom,online_retail_II,False,30.0
577341,21121,SET/10 RED POLKADOT PARTY CANDLES,24,2011-11-18 15:00:00,1.25,16279.0,United Kingdom,online_retail_I,False,30.0
533004,22619,SET OF 6 SOLDIER SKITTLES,1,2010-11-15 15:03:00,3.75,17231.0,United Kingdom,online_retail_II,False,3.75
C565044,21479,WHITE SKULL HOT WATER BOTTLE ,-144,2011-08-31 17:02:00,3.39,12931.0,United Kingdom,online_retail_I,True,-488.16
538307,22625,RED KITCHEN SCALES,1,2010-12-10 13:27:00,8.5,14667.0,United Kingdom,online_retail_I,False,8.5
558419,85099F,JUMBO BAG STRAWBERRY,10,2011-06-29 11:41:00,2.08,17702.0,United Kingdom,online_retail_I,False,20.8
561222,22047,EMPIRE GIFT WRAP,25,2011-07-26 09:27:00,0.42,13588.0,United Kingdom,online_retail_I,False,10.5
530087,22376,AIRLINE BAG VINTAGE JET SET WHITE,4,2010-11-01 13:33:00,4.25,16732.0,United Kingdom,online_retail_II,False,17.0
535322,21314,SMALL GLASS HEART TRINKET POT,5,2010-11-25 15:19:00,4.21,,United Kingdom,online_retail_II,False,21.05
494662,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",8,2010-01-17 14:10:00,1.25,13004.0,United Kingdom,online_retail_II,False,10.0
539590,22295,HEART FILIGREE DOVE LARGE,24,2010-12-20 13:21:00,1.65,14733.0,United Kingdom,online_retail_I,False,39.599999999999994
512286,84836,ZINC METAL HEART DECORATION,6,2010-06-14 14:27:00,1.25,15967.0,United Kingdom,online_retail_II,False,7.5
580727,23207,LUNCH BAG ALPHABET DESIGN,1,2011-12-05 17:17:00,4.13,14096.0,United Kingdom,online_retail_I,False,4.13
491969,22175,PINK OWL SOFT TOY,1,2009-12-14 17:57:00,6.04,,United Kingdom,online_retail_II,False,6.04
C514202,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2010-06-30 16:09:00,4.25,13662.0,United Kingdom,online_retail_II,True,-4.25
C568345,CRUK,CRUK Commission,-1,2011-09-26 15:28:00,447.56,14096.0,United Kingdom,online_retail_I,True,-447.56
571933,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,72,2011-10-20 08:19:00,1.06,13199.0,United Kingdom,online_retail_I,False,76.32000000000001
528504,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-10-22 12:22:00,0.95,16428.0,United Kingdom,online_retail_II,False,0.95
550987,22501,PICNIC BASKET WICKER LARGE,1,2011-04-21 18:10:00,20.79,,United Kingdom,online_retail_I,False,20.79
545188,48184,DOORMAT ENGLISH ROSE ,1,2011-02-28 15:19:00,7.95,14056.0,United Kingdom,online_retail_I,False,7.95
576840,35970,ZINC FOLKART SLEIGH BELLS,1,2011-11-16 15:23:00,4.13,,United Kingdom,online_retail_I,False,4.13
502419,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2010-03-24 12:15:00,1.25,16300.0,United Kingdom,online_retail_II,False,1.25
539451,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1,2010-12-17 16:59:00,8.47,,United Kingdom,online_retail_I,False,8.47
504376,22348,TEA BAG PLATE RED SPOTTY ,20,2010-04-13 11:31:00,0.85,17460.0,United Kingdom,online_retail_II,False,17.0
550740,20724,RED RETROSPOT CHARLOTTE BAG,32,2011-04-20 11:33:00,2.46,,United Kingdom,online_retail_I,False,78.72
C559939,22082,RIBBON REEL STRIPES DESIGN ,-10,2011-07-14 10:19:00,1.65,14426.0,United Kingdom,online_retail_I,True,-16.5
565616,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-09-05 15:26:00,2.49,15238.0,United Kingdom,online_retail_I,False,14.940000000000001
511174,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2010-06-07 12:08:00,0.65,15249.0,United Kingdom,online_retail_II,False,20.8
512276,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,2010-06-14 13:36:00,0.42,12637.0,France,online_retail_II,False,5.04
508873,21078,SET/20 STRAWBERRY PAPER NAPKINS ,8,2010-05-18 16:27:00,0.85,15282.0,United Kingdom,online_retail_II,False,6.8
511065,22568,FELTCRAFT CUSHION OWL,1,2010-06-06 12:52:00,3.75,17954.0,United Kingdom,online_retail_II,False,3.75
515287,82011C,BATHROOM SCALES FOOTPRINTS IN SAND,1,2010-07-09 14:58:00,7.62,,United Kingdom,online_retail_II,False,7.62
548199,20716,PARTY FOOD SHOPPER BAG,10,2011-03-29 16:12:00,1.25,16945.0,United Kingdom,online_retail_I,False,12.5
576236,22728,ALARM CLOCK BAKELIKE PINK,1,2011-11-14 13:31:00,3.75,13755.0,United Kingdom,online_retail_I,False,3.75
514480,21465,PINK FLOWER CROCHET FOOD COVER,1,2010-07-02 14:15:00,3.75,16409.0,United Kingdom,online_retail_II,False,3.75
565197,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,9,2011-09-01 16:16:00,2.55,13376.0,United Kingdom,online_retail_I,False,22.95
505731,22508,DOORSTOP RETROSPOT HEART,4,2010-04-25 15:09:00,3.75,16558.0,United Kingdom,online_retail_II,False,15.0
523215,22911,PAPER CHAIN KIT LONDON,2,2010-09-21 10:47:00,2.95,12841.0,United Kingdom,online_retail_II,False,5.9
524091,22423,REGENCY CAKESTAND 3 TIER,4,2010-09-27 11:48:00,12.75,17672.0,United Kingdom,online_retail_II,False,51.0
577532,51014L,"FEATHER PEN,LIGHT PINK",12,2011-11-20 14:01:00,0.39,16666.0,United Kingdom,online_retail_I,False,4.68
533469,21364,PEACE SMALL WOOD LETTERS,1,2010-11-17 12:36:00,6.75,16016.0,United Kingdom,online_retail_II,False,6.75
569325,79190A,RETRO PLASTIC 70'S TRAY,1,2011-10-03 12:41:00,0.42,16774.0,United Kingdom,online_retail_I,False,0.42
547247,21155,RED RETROSPOT PEG BAG,6,2011-03-22 09:01:00,2.55,18225.0,United Kingdom,online_retail_I,False,15.299999999999999
569880,90012A,stock check,-18,2011-10-06 15:14:00,0.0,,United Kingdom,online_retail_I,False,-0.0
554666,22469,HEART OF WICKER SMALL,40,2011-05-25 14:54:00,1.45,13599.0,United Kingdom,online_retail_I,False,58.0
514107,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-06-30 12:40:00,1.69,14606.0,United Kingdom,online_retail_II,False,13.52
497347,84509G,FAIRY CAKE PLACEMATS ,1,2010-02-08 16:06:00,3.75,17774.0,United Kingdom,online_retail_II,False,3.75
C542271,84927E,FLOWERS TILE HOOK,-2,2011-01-27 09:40:00,2.1,12637.0,France,online_retail_I,True,-4.2
516162,22554,PLASTERS IN TIN WOODLAND ANIMALS,2,2010-07-18 12:07:00,1.65,14553.0,United Kingdom,online_retail_II,False,3.3
508635,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2010-05-17 14:36:00,1.25,13719.0,United Kingdom,online_retail_II,False,7.5
563558,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-08-17 13:40:00,1.65,14156.0,EIRE,online_retail_I,False,16.5
536000,21704,BAG 250g SWIRLY MARBLES,1,2010-11-29 14:13:00,0.85,14606.0,United Kingdom,online_retail_II,False,0.85
550956,22971,QUEENS GUARD COFFEE MUG,4,2011-04-21 16:37:00,2.55,17179.0,United Kingdom,online_retail_I,False,10.2
573019,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-10-27 12:33:00,0.55,15145.0,United Kingdom,online_retail_I,False,13.200000000000001
519344,84673B,BLUE FLY SWAT,24,2010-08-16 12:16:00,0.65,15785.0,United Kingdom,online_retail_II,False,15.600000000000001
526854,22602,CHRISTMAS RETROSPOT HEART WOOD,13,2010-10-13 12:50:00,0.85,14399.0,United Kingdom,online_retail_II,False,11.049999999999999
529157,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2010-10-26 16:49:00,1.65,13969.0,United Kingdom,online_retail_II,False,1.65
542886,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,18,2011-02-01 13:09:00,1.25,16515.0,United Kingdom,online_retail_I,False,22.5
C523381,22617,BAKING SET SPACEBOY DESIGN,-9,2010-09-21 19:40:00,4.95,16080.0,United Kingdom,online_retail_II,True,-44.550000000000004
579147,23222,CHRISTMAS TREE HANGING GOLD,5,2011-11-28 13:20:00,0.83,13263.0,United Kingdom,online_retail_I,False,4.1499999999999995
525448,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,5,2010-10-05 14:05:00,0.85,16938.0,United Kingdom,online_retail_II,False,4.25
571500,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-10-17 15:09:00,4.15,,United Kingdom,online_retail_I,False,4.15
553505,23110,PARISIENNE KEY CABINET ,2,2011-05-17 13:27:00,5.75,12949.0,United Kingdom,online_retail_I,False,11.5
498553,22150, 3 STRIPEY MICE FELTCRAFT,2,2010-02-21 11:02:00,1.95,15013.0,United Kingdom,online_retail_II,False,3.9
502314,85124A,PINK JUICY FRUIT PHOTO FRAME,6,2010-03-24 09:52:00,2.55,13078.0,United Kingdom,online_retail_II,False,15.299999999999999
526937,79000,MOROCCAN TEA GLASS,12,2010-10-14 10:07:00,0.85,17422.0,United Kingdom,online_retail_II,False,10.2
575628,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-10 13:31:00,6.95,12844.0,United Kingdom,online_retail_I,False,6.95
490528,47592A,CAROUSEL DES CHILD'S OVERALL,2,2009-12-06 15:48:00,2.1,16686.0,United Kingdom,online_retail_II,False,4.2
536947,21844,RED RETROSPOT MUG,6,2010-12-03 12:29:00,2.95,13013.0,United Kingdom,online_retail_I,False,17.700000000000003
504861,21896,POTTING SHED TWINE,1,2010-04-18 12:05:00,2.1,14702.0,United Kingdom,online_retail_II,False,2.1
546158,22089,PAPER BUNTING VINTAGE PAISLEY,6,2011-03-10 09:30:00,2.95,13899.0,United Kingdom,online_retail_I,False,17.700000000000003
501345,20761,BLUE PAISLEY SKETCHBOOK,20,2010-03-16 10:49:00,3.75,15946.0,United Kingdom,online_retail_II,False,75.0
576339,21914,BLUE HARMONICA IN BOX ,9,2011-11-14 15:27:00,2.46,14096.0,United Kingdom,online_retail_I,False,22.14
562347,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2011-08-04 12:22:00,2.55,13263.0,United Kingdom,online_retail_I,False,5.1
492462,84559B,3D SHEET OF CAT STICKERS,1,2009-12-17 11:33:00,0.85,15862.0,United Kingdom,online_retail_II,False,0.85
500838,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2010-03-10 12:04:00,1.95,15898.0,United Kingdom,online_retail_II,False,7.8
542906,22736,RIBBON REEL MAKING SNOWMEN ,1,2011-02-01 15:12:00,3.29,,United Kingdom,online_retail_I,False,3.29
494280,20728,LUNCH BAG CARS BLUE,10,2010-01-13 10:43:00,1.65,12682.0,France,online_retail_II,False,16.5
563705,21790,VINTAGE SNAP CARDS,12,2011-08-18 14:33:00,0.85,17736.0,United Kingdom,online_retail_I,False,10.2
503549,22567,20 DOLLY PEGS RETROSPOT,1,2010-04-01 15:04:00,2.51,,United Kingdom,online_retail_II,False,2.51
500843,22088,PAPER BUNTING COLOURED LACE,1,2010-03-10 12:13:00,2.95,17348.0,United Kingdom,online_retail_II,False,2.95
520514,48138,DOORMAT UNION FLAG,4,2010-08-26 13:40:00,7.49,16159.0,United Kingdom,online_retail_II,False,29.96
561679,22561,WOODEN SCHOOL COLOURING SET,12,2011-07-28 18:56:00,1.65,15245.0,United Kingdom,online_retail_I,False,19.799999999999997
520417,22612,TEA COSY VINTAGE UNION JACK,1,2010-08-26 09:42:00,7.62,,United Kingdom,online_retail_II,False,7.62
498345,22217,T-LIGHT HOLDER HANGING LACE,12,2010-02-18 11:53:00,1.25,13431.0,United Kingdom,online_retail_II,False,15.0
531782,85114B,IVORY ENCHANTED FOREST PLACEMAT,2,2010-11-09 14:48:00,1.65,16021.0,United Kingdom,online_retail_II,False,3.3
513308,22077,6 RIBBONS RUSTIC CHARM,2,2010-06-23 14:49:00,3.36,,United Kingdom,online_retail_II,False,6.72
533860,22197,SMALL POPCORN HOLDER,4,2010-11-19 11:32:00,0.85,14813.0,United Kingdom,online_retail_II,False,3.4
578149,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2011-11-23 11:11:00,4.13,,United Kingdom,online_retail_I,False,24.78
581146,23237,SET OF 4 KNICK KNACK TINS LEAF,1,2011-12-07 13:53:00,4.15,17602.0,United Kingdom,online_retail_I,False,4.15
558368,22692,DOORMAT WELCOME TO OUR HOME,2,2011-06-28 15:36:00,7.95,14329.0,United Kingdom,online_retail_I,False,15.9
512911,21328,BALLOONS  WRITING SET ,1,2010-06-18 14:56:00,3.36,,United Kingdom,online_retail_II,False,3.36
550636,22133,PINK LOVE HEART SHAPE CUP,1,2011-04-19 15:37:00,1.63,,United Kingdom,online_retail_I,False,1.63
501284,21537,RETRO SPOTS PUDDING BOWL,4,2010-03-15 14:19:00,4.25,12714.0,France,online_retail_II,False,17.0
565851,22984,CARD GINGHAM ROSE ,12,2011-09-07 13:06:00,0.42,14911.0,EIRE,online_retail_I,False,5.04
557636,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-06-21 15:41:00,2.08,17841.0,United Kingdom,online_retail_I,False,2.08
573585,22192,BLUE DINER WALL CLOCK,1,2011-10-31 14:41:00,16.63,,United Kingdom,online_retail_I,False,16.63
553702,23152,IVORY SWEETHEART WIRE LETTER RACK ,2,2011-05-18 14:50:00,3.75,13263.0,United Kingdom,online_retail_I,False,7.5
518661,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,3,2010-08-10 14:07:00,2.95,16926.0,United Kingdom,online_retail_II,False,8.850000000000001
C561725,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,-1,2011-07-29 12:10:00,1.25,17841.0,United Kingdom,online_retail_I,True,-1.25
498154,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2010-02-17 11:27:00,1.25,14732.0,United Kingdom,online_retail_II,False,15.0
532337,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2010-11-11 15:49:00,2.95,13263.0,United Kingdom,online_retail_II,False,5.9
567901,79144C,PAINTED LIGHTBULB RAINBOW DESIGN,2,2011-09-22 16:28:00,0.83,,United Kingdom,online_retail_I,False,1.66
578292,22816,CARD MOTORBIKE SANTA,12,2011-11-23 14:35:00,0.42,13174.0,United Kingdom,online_retail_I,False,5.04
574076,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,1,2011-11-02 15:38:00,4.96,,United Kingdom,online_retail_I,False,4.96
534393,79321,CHILLI LIGHTS,48,2010-11-22 13:09:00,4.25,16013.0,United Kingdom,online_retail_II,False,204.0
576236,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-14 13:31:00,4.25,13755.0,United Kingdom,online_retail_I,False,4.25
547063,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,2011-03-20 13:33:00,0.85,14769.0,United Kingdom,online_retail_I,False,4.25
580727,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13,2011-12-05 17:17:00,0.63,14096.0,United Kingdom,online_retail_I,False,8.19
491407,21133,PAINTED BIRD ASSORTED CHRISTMAS,18,2009-12-10 18:36:00,1.69,14030.0,United Kingdom,online_retail_II,False,30.419999999999998
572103,22925,BLUE GIANT GARDEN THERMOMETER,2,2011-10-20 15:57:00,5.95,17571.0,United Kingdom,online_retail_I,False,11.9
516477,21671,RED SPOT CERAMIC DRAWER KNOB,12,2010-07-20 16:33:00,1.25,14535.0,United Kingdom,online_retail_II,False,15.0
527420,21984,PACK OF 12 PINK PAISLEY TISSUES ,4,2010-10-17 15:50:00,0.29,16549.0,United Kingdom,online_retail_II,False,1.16
555397,22379,RECYCLING BAG RETROSPOT ,1,2011-06-02 17:26:00,4.13,,United Kingdom,online_retail_I,False,4.13
C528930,22652,TRAVEL SEWING KIT,-10,2010-10-25 15:06:00,1.65,14551.0,United Kingdom,online_retail_II,True,-16.5
512068,22470,HEART OF WICKER LARGE,3,2010-06-13 11:22:00,2.95,13561.0,United Kingdom,online_retail_II,False,8.850000000000001
551269,20728,LUNCH BAG CARS BLUE,10,2011-04-27 12:21:00,1.65,12840.0,United Kingdom,online_retail_I,False,16.5
545215,84598,BOYS ALPHABET IRON ON PATCHES,18,2011-02-28 16:47:00,0.42,,United Kingdom,online_retail_I,False,7.56
518983,22026,BANQUET BIRTHDAY  CARD  ,12,2010-08-12 17:01:00,0.42,13214.0,United Kingdom,online_retail_II,False,5.04
556740,23238,SET OF 4 KNICK KNACK TINS LONDON ,1,2011-06-14 12:06:00,4.15,17346.0,United Kingdom,online_retail_I,False,4.15
496290,21429,RED GINGHAM ROSE JEWELLERY BOX,3,2010-01-29 17:55:00,3.36,,United Kingdom,online_retail_II,False,10.08
509640,22079,RIBBON REEL HEARTS DESIGN ,1,2010-05-25 11:04:00,1.65,16883.0,United Kingdom,online_retail_II,False,1.65
550515,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,3,2011-04-18 17:29:00,1.65,14502.0,United Kingdom,online_retail_I,False,4.949999999999999
564817,22713,CARD I LOVE LONDON ,1,2011-08-30 12:02:00,0.83,,United Kingdom,online_retail_I,False,0.83
579777,21221,SET/4 BADGES CUTE CREATURES,1,2011-11-30 15:13:00,2.46,,United Kingdom,online_retail_I,False,2.46
523200,21989,PACK OF 20 SKULL PAPER NAPKINS,48,2010-09-21 09:26:00,0.85,14676.0,United Kingdom,online_retail_II,False,40.8
564758,21746,SMALL RED RETROSPOT WINDMILL,3,2011-08-30 10:39:00,2.46,,United Kingdom,online_retail_I,False,7.38
580878,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-12-06 12:18:00,1.45,14113.0,United Kingdom,online_retail_I,False,17.4
561388,22030,SWALLOWS GREETING CARD,72,2011-07-27 09:32:00,0.36,12753.0,Japan,online_retail_I,False,25.919999999999998
541139,22379,RECYCLING BAG RETROSPOT ,5,2011-01-14 11:05:00,2.1,15213.0,United Kingdom,online_retail_I,False,10.5
544638,22379,RECYCLING BAG RETROSPOT ,50,2011-02-22 11:33:00,1.85,14688.0,United Kingdom,online_retail_I,False,92.5
521179,22151,PLACE SETTING WHITE HEART,48,2010-09-02 16:00:00,0.42,12831.0,United Kingdom,online_retail_II,False,20.16
549235,23128,FELTCRAFT BOY JEAN-PAUL KIT,1,2011-04-07 11:16:00,4.95,15530.0,United Kingdom,online_retail_I,False,4.95
496291,21866,UNION JACK FLAG LUGGAGE TAG,4,2010-01-31 10:08:00,1.25,16104.0,United Kingdom,online_retail_II,False,5.0
570829,22798,ANTIQUE GLASS DRESSING TABLE POT,8,2011-10-12 13:17:00,2.95,16295.0,United Kingdom,online_retail_I,False,23.6
499914,84663A,GRASS HOPPER WOODEN WALL CLOCK ,1,2010-03-03 12:10:00,5.95,13097.0,United Kingdom,online_retail_II,False,5.95
506249,22497,SET OF 2 TINS VINTAGE BATHROOM ,8,2010-04-28 13:26:00,4.25,12876.0,Belgium,online_retail_II,False,34.0
514165,POST,POSTAGE,4,2010-06-30 15:35:00,18.0,12714.0,France,online_retail_II,False,72.0
554827,20719,WOODLAND CHARLOTTE BAG,200,2011-05-26 15:19:00,0.72,14646.0,Netherlands,online_retail_I,False,144.0
